"corpusid","externalids","url","title","authors","venue","publicationvenueid","year","referencecount","citationcount","influentialcitationcount","isopenaccess","s2fieldsofstudy","publicationtypes","publicationdate","journal","corpusid"
"1414682","{acl=null, dblp=journals/neuroimage/DolzDA18, arxiv=1612.03925, mag=2567599812, corpusid=1414682, pubmed=28450139, doi=10.1016/j.neuroimage.2017.04.039, pubmedcentral=null}","https://www.semanticscholar.org/paper/090dc6adb27cd5e4048746f0ee2a2fd087746530","3D fully convolutional networks for subcortical segmentation in MRI: A large-scale study","[{authorid=144702316, name=J. Dolz}, {authorid=1739646, name=Christian Desrosiers}, {authorid=144019647, name=Ismail Ben Ayed}]","NeuroImage","fd4c7628-c16e-4b50-8555-3ac3ad6da2d7","2016","74","327","13","true","[{category=Computer Science, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Computer Science, source=external}, {category=Medicine, source=external}]","[Review, JournalArticle]","2016-12-12","{name=NeuroImage, pages=456-470, volume=170}","1414682"
"15671041","{acl=null, dblp=null, arxiv=null, mag=2026400738, corpusid=15671041, pubmed=23936145, doi=10.1371/journal.pone.0070082, pubmedcentral=3723741}","https://www.semanticscholar.org/paper/74a8452a0451b98f512f6034578ba19ba50cca34","Effect of Socioeconomic Status on Mortality after Bacteremia in Working-Age Patients. A Danish Population-Based Cohort Study","[{authorid=39825195, name=K. Koch}, {authorid=4985375, name=M. Nørgaard}, {authorid=1397980829, name=H. Schønheyder}, {authorid=1921089, name=R. Thomsen}, {authorid=12591219, name=M. Søgaard}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","36","30","0","true","[{category=Sociology, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2013-07-25","{name=PLoS ONE, pages=null, volume=8}","15671041"
"51886962","{acl=null, dblp=null, arxiv=null, mag=2883689849, corpusid=51886962, pubmed=30066822, doi=10.1590/1984-0462/;2019;37;1;00002, pubmedcentral=6362376}","https://www.semanticscholar.org/paper/66b0e4d8de4374faba333fd66478287ffcafbc31","ADRENAL CARCINOMA IN CHILDREN: LONGITUDINAL STUDY IN MINAS GERAIS, BRAZIL","[{authorid=51144664, name=N. L. Monteiro}, {authorid=3598776, name=K. Rodrigues}, {authorid=145446516, name=P. Vidigal}, {authorid=13297818, name=B. Oliveira}]","Revista Paulista de Pediatria","fdf74c68-2d47-4759-8fd9-4f6149d3c8e4","2018","35","8","1","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2018-07-26","{name=Revista Paulista de Pediatria, pages=20 - 26, volume=37}","51886962"
"17858381","{acl=null, dblp=null, arxiv=null, mag=2508067163, corpusid=17858381, pubmed=27602172, doi=10.1186/s13148-016-0256-8, pubmedcentral=5012062}","https://www.semanticscholar.org/paper/c3c6afc93ec63f99b2b418b91cf8fe46d9128619","DNA methylation: conducting the orchestra from exposure to phenotype?","[{authorid=5899914, name=Fleur A. D. Leenen}, {authorid=47936210, name=C. Muller}, {authorid=2170815, name=J. D. Turner}]","Clinical Epigenetics","310fa781-1f4e-487d-a580-d8e99f5c81b7","2016","144","155","0","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[Review, JournalArticle]","2016-09-06","{name=Clinical Epigenetics, pages=null, volume=8}","17858381"
"88522541","{acl=null, dblp=journals/kybernetika/MrkvickaMJH20, arxiv=1612.03608, mag=3042661625, corpusid=88522541, pubmed=null, doi=10.14736/KYB-2020-3-0432, pubmedcentral=null}","https://www.semanticscholar.org/paper/c4ea77b9a011eccae5373f52de8d58d85068817a","A one-way ANOVA test for functional data with graphical interpretation","[{authorid=2609041, name=T. Mrkvička}, {authorid=32608369, name=M. Myllymäki}, {authorid=2500007, name=M. Jílek}, {authorid=32047598, name=U. Hahn}]","Kybernetika (Praha)","28393a23-f5d0-4c70-9e62-3766df8c65c1","2016","36","42","4","true","[{category=Mathematics, source=s2-fos-model}, {category=Mathematics, source=external}, {category=Computer Science, source=external}]","[JournalArticle]","2016-12-12","{name=Kybernetika, pages=432-458, volume=56}","88522541"
"49189318","{acl=null, dblp=null, arxiv=null, mag=2805240169, corpusid=49189318, pubmed=29901071, doi=10.3892/ijo.2018.4423, pubmedcentral=6017220}","https://www.semanticscholar.org/paper/d529500b13f5c7231c892a1582d39caef19bb643","Curcumin inhibits cell proliferation and motility via suppression of TROP2 in bladder cancer cells","[{authorid=121860351, name=Lian-hua Zhang}, {authorid=122037013, name=Guoliang Yang}, {authorid=48264149, name=Ruiyun Zhang}, {authorid=46514877, name=Liang Dong}, {authorid=2118438699, name=Haige Chen}, {authorid=8473861, name=Juanjie Bo}, {authorid=143666563, name=W. Xue}, {authorid=2114768, name=Yiran Huang}]","International Journal of Oncology","b41df651-5d08-4d1d-afbb-0912b1374f15","2018","43","48","3","true","[{category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2018-05-30","{name=International Journal of Oncology, pages=515 - 526, volume=53}","49189318"
"6570309","{acl=null, dblp=null, arxiv=null, mag=2752633749, corpusid=6570309, pubmed=28880882, doi=10.1371/journal.pone.0180080, pubmedcentral=5589095}","https://www.semanticscholar.org/paper/fd6e584c20e4ff7002405e730610b5eabe7ad414","Putting the methodological brakes on claims to measure national happiness through Twitter: Methodological limitations in social media analytics","[{authorid=144225814, name=E. Jensen}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2017","18","22","0","true","[{category=Sociology, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2017-09-07","{name=PLoS ONE, pages=null, volume=12}","6570309"
"13421369","{acl=null, dblp=null, arxiv=null, mag=2001734780, corpusid=13421369, pubmed=24391978, doi=10.1371/journal.pone.0084848, pubmedcentral=3877353}","https://www.semanticscholar.org/paper/aeff3ea4ad828a5933d6b9085147f52c4732666f","Effect of Erythropoiesis-Stimulating Agents on Blood Pressure in Pre-Dialysis Patients","[{authorid=3742091, name=M. M. Suttorp}, {authorid=108238353, name=T. Hoekstra}, {authorid=143857565, name=M. Mittelman}, {authorid=3783330, name=I. Ott}, {authorid=3237287, name=C. Franssen}, {authorid=2068186955, name=F. Dekker}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","60","10","0","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, ClinicalTrial]","2013-12-31","{name=PLoS ONE, pages=null, volume=8}","13421369"
"2842044","{acl=null, dblp=null, arxiv=null, mag=2091819569, corpusid=2842044, pubmed=23536817, doi=10.1371/journal.pone.0058718, pubmedcentral=3594150}","https://www.semanticscholar.org/paper/3739c0eaefbaeeee645c8d07586ad39d8e8dd71d","Macrophage Migration Inhibitory Factor Inhibition Is Deleterious for High-Fat Diet-Induced Cardiac Dysfunction","[{authorid=8334155, name=A. Palud}, {authorid=50310141, name=C. Marciniak}, {authorid=3873555, name=D. Montaigne}, {authorid=6761581, name=X. Maréchal}, {authorid=144756733, name=C. Ballot}, {authorid=4639534, name=S. Hassoun}, {authorid=6331032, name=Brigitte Decoster}, {authorid=50513662, name=R. Neviere}, {authorid=3814193, name=S. Lancel}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","44","4","0","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}, {category=Chemistry, source=external}]","[JournalArticle]","2013-03-11","{name=PLoS ONE, pages=null, volume=8}","2842044"
"43827250","{acl=null, dblp=null, arxiv=null, mag=1849944518, corpusid=43827250, pubmed=26580315, doi=10.1039/c5ob01916h, pubmedcentral=null}","https://www.semanticscholar.org/paper/6ecdc181a2d290750acef09df579878f1185d9d5","STD NMR and molecular modelling insights into interaction of novel mannose-based ligands with DC-SIGN.","[{authorid=11204777, name=Anita Kotar}, {authorid=3220439, name=T. Tomašič}, {authorid=6064005, name=Martina Lenarčič Živković}, {authorid=32322975, name=Gregor Jug}, {authorid=4612236, name=J. Plavec}, {authorid=4164328, name=M. Anderluh}]","Organic and biomolecular chemistry","c8e39466-477c-40ac-9c96-54c7ada401cc","2016","42","5","0","true","[{category=Chemistry, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2016-01-04","{name=Organic & biomolecular chemistry, pages=
          862-75
        , volume=14 3}","43827250"
"16893417","{acl=null, dblp=null, arxiv=null, mag=1973543860, corpusid=16893417, pubmed=25031692, doi=10.2478/hukin-2014-0026, pubmedcentral=4096082}","https://www.semanticscholar.org/paper/f32dbfb6aa768425e245918167cc3e704777f4a1","Can Achievement Goals be Primed in Competitive Tasks?","[{authorid=4047063, name=I. Greenlees}, {authorid=4679107, name=Sean G. Figgins}, {authorid=26176252, name=P. Kearney}]","Journal of Human Kinetics","766ad395-2057-4a42-8253-0e823b0e4763","2014","17","0","0","true","[{category=Psychology, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2014-03-01","{name=Journal of Human Kinetics, pages=245 - 250, volume=40}","16893417"
"15150055","{acl=null, dblp=null, arxiv=null, mag=1986484580, corpusid=15150055, pubmed=25629040, doi=10.1155/2015/189307, pubmedcentral=4300019}","https://www.semanticscholar.org/paper/07063e09b2b794c149bf4c395751d6e672274dc2","Riluzole Stimulates BDNF Release from Human Platelets","[{authorid=3668486, name=P. Türck}, {authorid=5000649, name=M. E. Frizzo}]","BioMed Research International","c52375db-5573-406f-a12b-854c7ba98498","2015","47","20","1","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2015-01-06","{name=BioMed Research International, pages=null, volume=2015}","15150055"
"4858839","{acl=null, dblp=null, arxiv=null, mag=2199297994, corpusid=4858839, pubmed=26717577, doi=10.1371/journal.pone.0143543, pubmedcentral=4696674}","https://www.semanticscholar.org/paper/ccbc00b4bb02cf636df3c9638c5b166de33e3237","Seasonal Effects of Habitat on Sources and Rates of Snowshoe Hare Predation in Alaskan Boreal Forests","[{authorid=3737938, name=Dashiell Feierabend}, {authorid=4621955, name=K. Kielland}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2015","67","20","1","true","[{category=Biology, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2015-12-30","{name=PLoS ONE, pages=null, volume=10}","4858839"
"16983027","{acl=null, dblp=null, arxiv=null, mag=2061764944, corpusid=16983027, pubmed=20207771, doi=10.1373/clinchem.2009.133124, pubmedcentral=null}","https://www.semanticscholar.org/paper/076f3c1b348f2a1776c339f0c49268f20e130967","National Academy of Clinical Biochemistry Laboratory Medicine Practice Guidelines for use of tumor markers in liver, bladder, cervical, and gastric cancers.","[{authorid=36850272, name=C. Sturgeon}, {authorid=2247165013, name=Michael J. Duffy}, {authorid=2271638320, name=Barry R Hofmann}, {authorid=4499883, name=R. Lamerz}, {authorid=2270832777, name=Herbert A. Fritsche}, {authorid=5962317, name=K. Gaarenstroom}, {authorid=145644882, name=J. Bonfrer}, {authorid=2272910862, name=Thorsten H Ecke}, {authorid=2271896870, name=H. B. Grossman}, {authorid=2067492503, name=P. Hayes}, {authorid=65897934, name=R. Hoffmann}, {authorid=2247163197, name=Seth P. Lerner}, {authorid=4214194, name=F. Löhe}, {authorid=5691609, name=J. Louhimo}, {authorid=79057891, name=I. Sawczuk}, {authorid=1722420, name=K. Taketa}, {authorid=5667661, name=E. Diamandis}]","Clinical Chemistry","b142707c-e6b5-427a-a6d4-313604e96add","2010","621","193","4","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle, Review]","2010-06-01","{name=Clinical chemistry, pages=
          e1-48
        , volume=56 6}","16983027"
"216102822","{acl=null, dblp=null, arxiv=null, mag=2029722007, corpusid=216102822, pubmed=20802858, doi=10.3389/fnbeh.2010.00052, pubmedcentral=2928667}","https://www.semanticscholar.org/paper/285358e98650b41620acbd12a38983c96f9355ed","Vasotocin Actions on Electric Behavior: Interspecific, Seasonal, and Social Context-Dependent Differences","[{authorid=3386990, name=R. Perrone}, {authorid=2271578638, name=Gervasio Batista}, {authorid=2271536856, name=Daniel Lorenzo}, {authorid=2271536762, name=Omar Macadar}, {authorid=2271959120, name=Ana Silva}]","Frontiers in Behavioral Neuroscience","810ce699-eb80-4394-8aac-a6d3c87840ed","2010","61","12","0","true","[{category=Biology, source=s2-fos-model}, {category=Psychology, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2010-06-29","{name=Frontiers in Behavioral Neuroscience, pages=null, volume=4}","216102822"
"267872","{acl=null, dblp=null, arxiv=null, mag=2148149831, corpusid=267872, pubmed=22848656, doi=10.1371/journal.pone.0041914, pubmedcentral=3407051}","https://www.semanticscholar.org/paper/037a140e91873bcde6a042eac985aa49fbbc8c8e","Reduced Intestinal Tumorigenesis in APCmin Mice Lacking Melanin-Concentrating Hormone","[{authorid=2783961, name=J. Nagel}, {authorid=14669194, name=B. M. Geiger}, {authorid=34513226, name=A. Karagiannis}, {authorid=1398578366, name=Beatriz Gras-Miralles}, {authorid=2960191, name=D. Horst}, {authorid=40563063, name=Robert M. Najarian}, {authorid=3625228, name=D. Ziogas}, {authorid=2144186702, name=Xinhua Chen}, {authorid=6853790, name=E. Kokkotou}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2012","37","13","0","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-07-27","{name=PLoS ONE, pages=null, volume=7}","267872"
"14839681","{acl=null, dblp=null, arxiv=null, mag=2152417364, corpusid=14839681, pubmed=27234249, doi=10.1186/1939-8433-5-31, pubmedcentral=5520844}","https://www.semanticscholar.org/paper/32cc370a40cb4d6bb03f4695e298f50a49f393a5","Drought yield index to select high yielding rice lines under different drought stress severities","[{authorid=47510524, name=A. Raman}, {authorid=2243619911, name=Satish Verulkar}, {authorid=2243616061, name=Nimai Mandal}, {authorid=6521840, name=M. Variar}, {authorid=2243554952, name=V. Shukla}, {authorid=2243621814, name=J. Dwivedi}, {authorid=2243921635, name=B. Singh}, {authorid=2243597917, name=O. Singh}, {authorid=144769974, name=P. Swain}, {authorid=2243630871, name=Ashutosh Mall}, {authorid=49490072, name=S. Robin}, {authorid=6270346, name=R. Chandrababu}, {authorid=49148123, name=Abhinav R Jain}, {authorid=121333252, name=T. Ram}, {authorid=4041485, name=S. Hittalmani}, {authorid=4638055, name=S. Haefele}, {authorid=10132074, name=H. Piepho}, {authorid=90820356, name=Arvind Kumar}]","Rice","67734a9d-6cfd-4030-8586-c60ab6936188","2012","38","120","7","true","[{category=Agricultural and Food Sciences, source=s2-fos-model}, {category=Medicine, source=external}, {category=Biology, source=external}]","[JournalArticle]","2012-10-04","{name=Rice, pages=null, volume=5}","14839681"
"2975166","{acl=null, dblp=null, arxiv=null, mag=2154916657, corpusid=2975166, pubmed=24083477, doi=10.1186/2045-9912-3-21, pubmedcentral=4016545}","https://www.semanticscholar.org/paper/614b3f88ca2c0dd9e3756d178c94fc844f51b759","Cold Atmospheric Plasma: methods of production and application in dentistry and oncology","[{authorid=36517106, name=Clotilde Hoffmann}, {authorid=6875963, name=Carlos J Berganza}, {authorid=1519101190, name=John H. Zhang}]","Medical Gas Research","a5835a0e-5465-4e3b-ac17-481587509774","2013","160","280","8","true","[{category=Engineering, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2013-10-01","{name=Medical Gas Research, pages=21 - 21, volume=3}","2975166"
"51703576","{acl=null, dblp=null, arxiv=null, mag=2884874110, corpusid=51703576, pubmed=30024906, doi=10.1371/journal.pone.0200587, pubmedcentral=6053140}","https://www.semanticscholar.org/paper/bce2200817ad5115eb6f77b9593c930950ac3734","Changes in breakfast frequency and composition during adolescence: The Adolescent Nutritional Assessment Longitudinal Study, a cohort from Brazil","[{authorid=35903817, name=B. K. Hassan}, {authorid=3659703, name=D. Cunha}, {authorid=134000277, name=G. V. da Veiga}, {authorid=1960103, name=R. Pereira}, {authorid=4333246, name=R. Sichieri}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2018","70","23","0","true","[{category=Medicine, source=s2-fos-model}, {category=Agricultural and Food Sciences, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2018-07-19","{name=PLoS ONE, pages=null, volume=13}","51703576"
"4687884","{acl=null, dblp=null, arxiv=null, mag=2117798786, corpusid=4687884, pubmed=22792227, doi=10.1371/journal.pone.0040128, pubmedcentral=3390348}","https://www.semanticscholar.org/paper/9c073c7913854afa50d99483c92ce613bb081e1d","Hippocampal CA1 Transcriptional Profile of Sleep Deprivation: Relation to Aging and Stress","[{authorid=5566010, name=N. Porter}, {authorid=3883336, name=Julia H. Bohannon}, {authorid=1404451271, name=M. Curran-Rauhut}, {authorid=19733091, name=Heather M. Buechel}, {authorid=33600086, name=A. Dowling}, {authorid=3623840, name=Lawrence D. Brewer}, {authorid=145731471, name=J. Popović}, {authorid=2070376765, name=Véronique Thibault}, {authorid=3606668, name=S. Kraner}, {authorid=2110718718, name=Kuey C Chen}, {authorid=2053075, name=E. Blalock}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2012","90","26","1","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-07-05","{name=PLoS ONE, pages=null, volume=7}","4687884"
"9179897","{acl=null, dblp=null, arxiv=null, mag=917250470, corpusid=9179897, pubmed=26186564, doi=10.1371/journal.pone.0133209, pubmedcentral=4505870}","https://www.semanticscholar.org/paper/8aa91ff4600feb16501bd80a4c093ad1d1a03c6a","Correlation of Real Time PCR Cycle Threshold Cut-Off with Bordetella pertussis Clinical Severity","[{authorid=143761174, name=S. Bolotin}, {authorid=13052459, name=S. Deeks}, {authorid=1400239188, name=A. Marchand-Austin}, {authorid=3727969, name=Heather Rilkoff}, {authorid=4758846, name=Vica Dang}, {authorid=2059413199, name=R. Walton}, {authorid=144288102, name=A. Hashim}, {authorid=2241584, name=D. Farrell}, {authorid=3461352, name=N. Crowcroft}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2015","31","22","1","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2015-07-17","{name=PLoS ONE, pages=null, volume=10}","9179897"
"17200453","{acl=null, dblp=null, arxiv=null, mag=2156165361, corpusid=17200453, pubmed=20589096, doi=10.3389/fnana.2010.00021, pubmedcentral=2893003}","https://www.semanticscholar.org/paper/c6adc654ab5fb974479844e8550040e6087500af","Confocal Analysis of Cholinergic and Dopaminergic Inputs onto Pyramidal Cells in the Prefrontal Cortex of Rodents","[{authorid=122542921, name=Zi-Wei Zhang}, {authorid=2248616738, name=Mark W. Burke}, {authorid=2271726407, name=Nicole Calakos}, {authorid=2252241188, name=Jean-Martin Beaulieu}, {authorid=2263071, name=E. Vaucher}]","Frontiers in Neuroanatomy","4b5e3ed8-7db8-4ce9-b981-83290b44ccf5","2010","92","60","4","true","[{category=Biology, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2010-04-20","{name=Frontiers in Neuroanatomy, pages=null, volume=4}","17200453"
"211539388","{acl=null, dblp=null, arxiv=null, mag=3007334576, corpusid=211539388, pubmed=32111816, doi=10.1038/s41419-020-2351-1, pubmedcentral=7048787}","https://www.semanticscholar.org/paper/7315e588059bd985bfa9e9789ed889272e00408a","MCL1 binding to the reverse BH3 motif of P18INK4C couples cell survival to cell proliferation","[{authorid=144133878, name=R. Whitaker}, {authorid=144601785, name=W. Placzek}]","Cell Death and Disease","8728aab4-1d0d-492a-9cea-b2fb429a4d58","2020","64","11","0","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2020-02-01","{name=Cell Death & Disease, pages=null, volume=11}","211539388"
"31247141","{acl=null, dblp=null, arxiv=null, mag=2754072007, corpusid=31247141, pubmed=28981686, doi=10.1093/nar/gkx782, pubmedcentral=5714241}","https://www.semanticscholar.org/paper/43307484ee01896e32dcdf14f27840dca75869fb","The nuclear mitotic apparatus protein NuMA controls rDNA transcription and mediates the nucleolar stress response in a p53-independent manner","[{authorid=6368436, name=S. Jayaraman}, {authorid=16336032, name=Shirisha Chittiboyina}, {authorid=2593946, name=Yunfeng Bai}, {authorid=4082051, name=Patricia C. Abad}, {authorid=6619719, name=Pierre-Alexandre Vidi}, {authorid=5833894, name=C. Stauffacher}, {authorid=2693022, name=S. Lelièvre}]","Nucleic Acids Research","da96c220-cd39-4894-bae6-d2d77c8e7aa9","2017","109","28","1","true","[{category=Biology, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2017-09-11","{name=Nucleic Acids Research, pages=11725 - 11742, volume=45}","31247141"
"203987","{acl=null, dblp=null, arxiv=null, mag=2019723623, corpusid=203987, pubmed=22550588, doi=10.1155/2012/493894, pubmedcentral=3328890}","https://www.semanticscholar.org/paper/84c5ee9737c1d4a5496a02d80ee25147f6494e95","Health and Cellular Impacts of Air Pollutants: From Cytoprotection to Cytotoxicity","[{authorid=3736308, name=K. Andréau}, {authorid=47140375, name=M. Leroux}, {authorid=39514453, name=A. Bouharrour}]","Biochemistry Research International","304f8f52-71ae-44e1-8574-2f15153f196a","2012","187","62","2","true","[{category=Environmental Science, source=s2-fos-model}, {category=Medicine, source=s2-fos-model}, {category=Biology, source=external}, {category=Medicine, source=external}]","[JournalArticle]","2012-04-09","{name=Biochemistry Research International, pages=null, volume=2012}","203987"
"23485556","{acl=null, dblp=journals/corr/abs-1805-02007, arxiv=1805.02007, mag=2802251371, corpusid=23485556, pubmed=null, doi=10.1109/MITS.2018.2879163, pubmedcentral=null}","https://www.semanticscholar.org/paper/d8ba1506d44624955b1bd25fed0f7c1171495f30","Parallel Closed-Loop Connected Vehicle Simulator for Large-Scale Transportation Network Management: Challenges, Issues, and Solution Approaches","[{authorid=98334446, name=M. A. Hoque}, {authorid=1696277, name=X. Hong}, {authorid=8799837, name=Md. Salman Ahmed}]","IEEE Intelligent Transportation Systems Magazine","c9d9bef0-39f3-4046-a25e-2a2af3e7c43d","2018","75","14","0","true","[{category=Computer Science, source=s2-fos-model}, {category=Engineering, source=s2-fos-model}, {category=Environmental Science, source=s2-fos-model}, {category=Computer Science, source=external}]","[JournalArticle]","2018-05-05","{name=IEEE Intelligent Transportation Systems Magazine, pages=62-77, volume=11}","23485556"
"8278196","{acl=null, dblp=null, arxiv=null, mag=2007490518, corpusid=8278196, pubmed=24728455, doi=10.1371/journal.pone.0094585, pubmedcentral=3984171}","https://www.semanticscholar.org/paper/85c912a4697c1acdc5caf40d8b9ab739a2f16c1d","Effect of HDL-Raising Drugs on Cardiovascular Outcomes: A Systematic Review and Meta-Regression","[{authorid=48931685, name=N. Kaur}, {authorid=34842642, name=A. Pandey}, {authorid=36745452, name=H. Negi}, {authorid=6809498, name=N. Shafiq}, {authorid=39871842, name=S. Reddy}, {authorid=143962854, name=H. Kaur}, {authorid=4226661, name=Neelima Chadha}, {authorid=35383676, name=S. Malhotra}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2014","32","60","2","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[Review, MetaAnalysis, JournalArticle]","2014-04-11","{name=PLoS ONE, pages=null, volume=9}","8278196"
"10103620","{acl=null, dblp=null, arxiv=null, mag=2085696639, corpusid=10103620, pubmed=23691114, doi=10.1371/journal.pone.0063910, pubmedcentral=3656843}","https://www.semanticscholar.org/paper/cccd18fea7e35a884f13d8b25e0f5341c975274f","Trends in the Prevalence of Tuberous Sclerosis Complex Manifestations: An Epidemiological Study of 166 Japanese Patients","[{authorid=1398034109, name=M. Wataya-Kaneda}, {authorid=2110303912, name=Mari Tanaka}, {authorid=2044886, name=T. Hamasaki}, {authorid=3759170, name=I. Katayama}]","PLoS ONE","0aed7a40-85f3-4c66-9e1b-c1556c57001b","2013","66","83","3","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2013-05-17","{name=PLoS ONE, pages=null, volume=8}","10103620"
"52161548","{acl=null, dblp=null, arxiv=null, mag=2889629641, corpusid=52161548, pubmed=30183056, doi=10.2340/00015555-3033, pubmedcentral=null}","https://www.semanticscholar.org/paper/26c897fb5c4e60474a40dda64689b53c2e5c99c6","Intergluteal Contour Deformity in Hidradenitis Suppurativa.","[{authorid=40302935, name=M. Musumeci}, {authorid=5096980, name=G. Capuzzo}, {authorid=12546051, name=B. Cammisuli}, {authorid=40319047, name=A. Pesce}, {authorid=2168968, name=G. Micali}]","Acta Dermato-Venereologica","61aec066-7ed4-4f00-a2ee-e0e1160b005b","2019","0","3","0","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]",,"{name=Acta dermato-venereologica, pages=
          109-110
        , volume=99 1}","52161548"
"73505065","{acl=null, dblp=null, arxiv=null, mag=2922003354, corpusid=73505065, pubmed=30847471, doi=10.1093/brain/awz041, pubmedcentral=6439323}","https://www.semanticscholar.org/paper/d2dab7a56234b14d805a6feacca7dfa13e28e021","Biallelic POLR3A variants confirmed as a frequent cause of hereditary ataxia and spastic paraparesis","[{authorid=7165963, name=S. L. Rydning}, {authorid=5142197, name=J. Koht}, {authorid=4535061, name=Y. Sheng}, {authorid=38896809, name=P. Sowa}, {authorid=6573110, name=H. Hjorthaug}, {authorid=6173485, name=I. Wedding}, {authorid=36504325, name=A. Erichsen}, {authorid=5004195, name=I. A. Hovden}, {authorid=5832873, name=P. H. Backe}, {authorid=3966814, name=C. Tallaksen}, {authorid=3411086, name=M. D. Vigeland}, {authorid=3410977, name=K. Selmer}]","Brain : a journal of neurology",,"2019","14","20","1","true","[{category=Medicine, source=s2-fos-model}, {category=Medicine, source=external}]","[JournalArticle]","2019-03-07","{name=Brain, pages=e12 - e12, volume=142}","73505065"
"6299706","{acl=null, dblp=journals/ploscb/TanakaHT15, arxiv=null, mag=758963095, corpusid=6299706, pubmed=26158498, doi=10.1371/journal.pcbi.1004356, pubmedcentral=4497635}","https://www.semanticscholar.org/paper/29d2b2e0bebc0fa1ed749b287fa9c3cdf418a44c","How Co-translational Folding of Multi-domain Protein Is Affected by Elongation Schedule: Molecular Simulations","[{authorid=2116800843, name=Tomohiro Tanaka}, {authorid=49432830, name=N. Hori}, {authorid=2941900, name=S. Takada}]","PLoS Comput. Biol.",,"2015","57","21","0","true","[{category=Biology, source=s2-fos-model}, {category=Chemistry, source=s2-fos-model}, {category=Chemistry, source=external}, {category=Medicine, source=external}, {category=Computer Science, source=external}]","[JournalArticle]","2015-07-01","{name=PLoS Computational Biology, pages=null, volume=11}","6299706"
